uri,dc.identifier,notation,prefLabel,definition,note,inScheme,topConceptOf
concept:451,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.451,451,Carbonia acuta,Carbonia acuta,zoetwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:453,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.453,453,Carbonicola acuta vel. Robusta,Carbonicola acuta vel. Robusta,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:454,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.454,454,Carbonicola obtusa,Carbonicola obtusa,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:455,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.455,455,Carbonicola phrygiana,Carbonicola phrygiana,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:456,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.456,456,Carbonicola pyritisées,Carbonicola pyritisées,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:457,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.457,457,Carbonicola robusta,Carbonicola robusta,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:460,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.460,460,Carbonicola turgida,Carbonicola turgida,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:461,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.461,461,Cingularia sp.,Cingularia sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:462,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.462,462,Cingularia typica,Cingularia typica,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:463,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.463,463,Cochlichnus sp.,Cochlichnus sp.,marien ichnofossiel,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:464,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.464,464,Cordaianthus pitcairniae,Cordaianthus pitcairniae,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:465,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.465,465,Cordaianthus sp.,Cordaianthus sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:466,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.466,466,Cordaicarpus cordai,Cordaicarpus cordai,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:467,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.467,467,Cordaicarpus gutbieri,Cordaicarpus gutbieri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:468,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.468,468,Cordaicarpus sp.,Cordaicarpus sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:470,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.470,470,Cordaites palmaeformis,Cordaites palmaeformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:471,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.471,471,Cordaites principalis,Cordaites principalis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:472,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.472,472,Cornuspira sp.,Cornuspira sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:473,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.473,473,Corynepteris sternbergi,Corynepteris sternbergi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:474,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.474,474,Crania sp.,Crania sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:475,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.475,475,Crossotheca schatzlarensis,Crossotheca schatzlarensis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:476,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.476,476,Crossotheca sp.,Crossotheca sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:477,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.477,477,Cucullea sp.,Cucullea sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:478,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.478,478,Cyprimeria sp.,Cyprimeria sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:479,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.479,479,Diplotmema furcatum,Diplotmema furcatum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:480,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.480,480,Elonichthys aitkeni,Elonichthys aitkeni,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:481,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.481,481,Elonichthys denticulatus,Elonichthys denticulatus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:483,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.483,483,Entalis sp.,Entalis sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:484,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.484,484,Eriphyla sp.,Eriphyla sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:485,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.485,485,Estheria simoni,Estheria simoni,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:486,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.486,486,Estheria sp.,Estheria sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:487,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.487,487,Gervillia sp.,Gervillia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:488,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.488,488,Gulpenia limburgensis,Gulpenia limburgensis,onbepaald,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:489,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.489,489,Gulpenia sp.,Gulpenia sp.,onbepaald,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:490,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.490,490,Leaia tricarinata,Leaia tricarinata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:494,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.494,494,Lepidodendron dichotomum,Lepidodendron dichotomum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:496,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.496,496,Lepidophyllum majus,Lepidophyllum majus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:497,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.497,497,Lepidophyllum waldenburgense,Lepidophyllum waldenburgense,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:498,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.498,498,Lepidostrobus ornatus,Lepidostrobus ornatus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:499,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.499,499,Lepidostrobus sparrosus,Lepidostrobus sparrosus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:500,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.500,500,Lepidostrobus spinosus,Lepidostrobus spinosus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:501,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.501,501,Limatula sp.,Limatula sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:502,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.502,502,Lingula squamiformis,Lingula squamiformis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:503,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.503,503,Linopteris muensteri,Linopteris muensteri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:504,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.504,504,Linopteris neuropteroides,Linopteris neuropteroides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:505,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.505,505,Linopteris neuropteroides var. Major,Linopteris neuropteroides var. Major,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:506,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.506,506,Liopistha sp.,Liopistha sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:507,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.507,507,Lispodesthes sp.,Lispodesthes sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:508,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.508,508,Lonchopteris eschweileriana,Lonchopteris eschweileriana,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:509,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.509,509,Lonchopteris rugosa,Lonchopteris rugosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:510,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.510,510,Lunatia sp.,Lunatia sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:512,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.512,512,Magas sp.,Magas sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:513,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.513,513,Mariopteris dernoncourti,Mariopteris dernoncourti,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:514,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.514,514,Mariopteris muricata acuta,Mariopteris muricata acuta,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:515,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.515,515,Mariopteris muricata sauveuri,Mariopteris muricata sauveuri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:516,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.516,516,Mariopteris nervosa,Mariopteris nervosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:517,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.517,517,Mariopteris sphenopteroides,Mariopteris sphenopteroides,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:518,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.518,518,Megalichthys cocolepis,Megalichthys cocolepis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:519,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.519,519,Megalichthys sp.,Megalichthys sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:520,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.520,520,Myriophyllites columnaris,Myriophyllites columnaris,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:521,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.521,521,Naiadites carinata aquilina,Naiadites carinata aquilina,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:522,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.522,522,Naiadites flexuosa,Naiadites flexuosa,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:523,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.523,523,Naiadites sowerbyi,Naiadites sowerbyi,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:524,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.524,524,Neuropteris abbreviata,Neuropteris abbreviata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:525,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.525,525,Neuropteris flexuosa,Neuropteris flexuosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:526,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.526,526,Neuropteris gigantea abbreviata,Neuropteris gigantea abbreviata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:528,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.528,528,Neuropteris gigantea vera,Neuropteris gigantea vera,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:530,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.530,530,Neuropteris heterophylla hollandica,Neuropteris heterophylla hollandica,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:531,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.531,531,Neuropteris heterophylla linguaefolia,Neuropteris heterophylla linguaefolia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:533,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.533,533,Neuropteris hollandica,Neuropteris hollandica,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:534,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.534,534,Neuropteris hollandica heterophylla,Neuropteris hollandica heterophylla,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:535,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.535,535,Neuropteris hollandica tenuifolia,Neuropteris hollandica tenuifolia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:537,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.537,537,Neuropteris obliqua var. Impar,Neuropteris obliqua var. Impar,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:538,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.538,538,Neuropteris schlehani,Neuropteris schlehani,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:540,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.540,540,Neuropteris tenuifolia heterophylla,Neuropteris tenuifolia heterophylla,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:541,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.541,541,Neuropteris tenuifolia hollandica,Neuropteris tenuifolia hollandica,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:544,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.544,544,Nuculochlamys attenuata,Nuculochlamys attenuata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:545,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.545,545,Nuculochlamys sp.,Nuculochlamys sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:546,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.546,546,Nummulites sp.,Nummulites sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:547,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.547,547,Odontaspis sp.,Odontaspis sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:548,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.548,548,Orbiculoides missouriensis,Orbiculoides missouriensis,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:552,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.552,552,Palaeoxyris helicteroides,Palaeoxyris helicteroides,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:553,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.553,553,Palmatopteris furcata,Palmatopteris furcata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:554,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.554,554,Palmatopteris furcata var. linearis,Palmatopteris furcata var. linearis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:555,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.555,555,Pecopteris miltoni,Pecopteris miltoni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:556,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.556,556,Pecopteris pennaeformis,Pecopteris pennaeformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:557,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.557,557,Pecopteris volkmanni,Pecopteris volkmanni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:558,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.558,558,Pinna sp.,Pinna sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:559,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.559,559,Pinnularia columnaris,Pinnularia columnaris,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:560,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.560,560,Planolites sp.,Planolites sp.,ichnofossiel,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:561,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.561,561,Prestwichianella rotundata,Prestwichianella rotundata,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:562,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.562,562,Prestwichianella sp.,Prestwichianella sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:563,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.563,563,Pterinopecten papyraceus,Pterinopecten papyraceus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:564,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.564,564,Rhadinichtys renieri,Rhadinichtys renieri,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:566,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.566,566,Rhizodopsis sauroides,Rhizodopsis sauroides,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:567,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.567,567,Samaropsis emarginata,Samaropsis emarginata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:568,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.568,568,Samaropsis fluitans,Samaropsis fluitans,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:569,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.569,569,Sigillaria davreuxi,Sigillaria davreuxi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:570,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.570,570,Sigillaria décortiqués,Sigillaria décortiqués,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:571,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.571,571,Sigillaria elegans,Sigillaria elegans,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:572,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.572,572,Sigillaria laevigata,Sigillaria laevigata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:573,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.573,573,Sigillaria mamillaris,Sigillaria mamillaris,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:574,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.574,574,Sigillaria reniformis,Sigillaria reniformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:575,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.575,575,Sigillaria reniformis vel laevigata,Sigillaria reniformis vel laevigata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:576,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.576,576,Sphenophyllum emarginatum,Sphenophyllum emarginatum,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:577,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.577,577,Sphenophyllum majus,Sphenophyllum majus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:578,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.578,578,Sphenopteris baumleri,Sphenopteris baumleri,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:579,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.579,579,Sphenopteris convexiloba,Sphenopteris convexiloba,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:580,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.580,580,Sphenopteris crossotheca,Sphenopteris crossotheca,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:581,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.581,581,Sphenopteris laurenti,Sphenopteris laurenti,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:582,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.582,582,Sphenopteris neuroteroides var. Leonardi,Sphenopteris neuroteroides var. Leonardi,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:583,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.583,583,Sphenopteris spinosa,Sphenopteris spinosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:584,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.584,584,Sphenopteris trigonophylla,Sphenopteris trigonophylla,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:585,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.585,585,Spirifer sp.,Spirifer sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:587,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.587,587,Drydenius sp.,Drydenius sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:588,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.588,588,Stigmaria eveni,Stigmaria eveni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:589,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.589,589,Stigmaria reticulata,Stigmaria reticulata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:590,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.590,590,Strepsodus sauroides,Strepsodus sauroides,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:591,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.591,591,Strepsodus sp.,Strepsodus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:592,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.592,592,Streptorhynchus sp.,Streptorhynchus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:593,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.593,593,Thecidea sp.,Thecidea sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:594,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.594,594,Trigonocarpus sporites,Trigonocarpus sporites,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:595,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.595,595,Trigonosemus sp.,Trigonosemus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:596,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.596,596,Trochus sp.,Trochus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:597,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.597,597,Tubbreva sp.,Tubbreva sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:598,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.598,598,Ulodendron minus,Ulodendron minus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:599,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.599,599,Ulodendron ophiurus,Ulodendron ophiurus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:600,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.600,600,Ulodendron wortheni,Ulodendron wortheni,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:601,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.601,601,Ulostrobus squarrosus,Ulostrobus squarrosus,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:602,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.602,602,Zaphrentis postuma,Zaphrentis postuma,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:603,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.603,603,Zaphrentis sp.,Zaphrentis sp.,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:604,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.604,604,Mariopteris muricata nervosa,Mariopteris muricata nervosa,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:605,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.605,605,Carbonicola aquilina var. Phrygiana,Carbonicola aquilina var. Phrygiana,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:606,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.606,606,Alethopteris lonchitica decurrens,Alethopteris lonchitica decurrens,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:607,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.607,607,Lepidodendron jaraczewski,Lepidodendron jaraczewski,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:608,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.608,608,Alethopteris serli lonchitifolia,Alethopteris serli lonchitifolia,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:609,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.609,609,Sigillaria cordiformis,Sigillaria cordiformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:610,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.610,610,Drydenius molyneuxi,Drydenius molyneuxi,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:611,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.611,611,Productus rimberti,Productus rimberti,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:612,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.612,612,Productus pustula,Productus pustula,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:613,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.613,613,Carbonicola aquilina acuta,Carbonicola aquilina acuta,brakwaterfauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:614,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.614,614,Wittleyseya sp.,Wittleyseya sp.,onbepaald,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:615,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.615,615,Leaia tricarinata minima,Leaia tricarinata minima,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:616,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.616,616,Neuropteris attenuata,Neuropteris attenuata,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:617,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.617,617,Platysomus parvulus,Platysomus parvulus,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:618,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.618,618,Platysomus sp.,Platysomus sp.,mariene fauna,conceptscheme:fossieltype,conceptscheme:fossieltype
concept:619,be.vlaanderen.bodemenondergrond.data.id.concept.fossieltype.619,619,Sphenopteris spiniformis,Sphenopteris spiniformis,flora,conceptscheme:fossieltype,conceptscheme:fossieltype
